,Unnamed: 0,    last_scraped,source,name,description,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,amenities,price,has_availability,first_review,last_review,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
443,443,9/11/2024,city scrape,New 2br/2bath Condo Across from MSU,"Brand new 2 bedroom/2 master bathrooms that is overlooking the MSU Intramural fields and bridger mountains. 30 day rental minimum. 3rd floor with elevator and heated single car garage. The unit is completely furnished with washer/dryer combo unit along with gas range, microwave and dishwasher. All high end furnishing and granite.",Grant & Mercede,18/11/2015,"Great Falls, MT",Hello- hosted by Mercede and Grant,within an hour,100%,1,f,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Outdoor furniture"", ""Wifi"", ""Lockbox"", ""First aid kit"", ""Body soap"", ""TV"", ""Pets allowed"", ""Coffee maker"", ""BBQ grill"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Essentials"", ""Self check-in"", ""Dishes and silverware"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Washer"", ""Central heating"", ""Iron"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Kitchen""]",136,t,6/4/2024,31/07/2024,t,1,1,5,2,2,3,27,365,27,365,30,60,84,84,2,0,5,5,5,5,5,5,5,1,0.28
444,444,9/11/2024,city scrape,Downtown Bozeman Studio Spot,"Centrally located in downtown Bozeman, MT. This studio space in our home is 10 minutes from the airport, 5 minutes from Montana State University and groceries are within walking distance. The beloved downtown Bozeman is right outside the door with shops and world class restaurants within a 5 minute walk. <br />This space is shared with born and raised locals who can tell you all the best secrets this valley has to offer. You have your own private space much like a hotel room with a private full bath.",Mikaela,27/09/2023,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within an hour,100%,0.95,t,"['email', 'phone']",f,f,Bozeman,Private room in home,Private room,"[""Children\u2019s dinnerware"", ""Radiant heating"", ""Luggage dropoff allowed"", ""Portable fans"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Changing table - always at the listing"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Cleaning available during stay"", ""First aid kit"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Kitchenette"", ""Bathtub"", ""Essentials"", ""32 inch HDTV with premium cable"", ""Standalone high chair - available upon request"", ""Freezer"", ""Babysitter recommendations"", ""Free dryer \u2013 In building"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Washer"", ""Dining table"", ""Mini fridge"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Air conditioning""]",101,t,7/10/2023,18/07/2024,f,1,1,2,1,1,1,30,31,30,31,30,60,90,270,12,0,5,4.95,5,5,5,5,4.95,1,1.5
445,445,9/11/2024,city scrape,Elegant 3Bdrm Stay | Mountain Views & Beach Access,"Pagoda Peaks is waiting to welcome you! This stunning 3-story home offers luxurious accommodations with breathtaking panoramic views of the Bridger Mountains. Perfect for families or couples, it features 3 bedrooms, 4 bathrooms, two fireplaces, and exquisite furnishings. The chef's kitchen, grand dining area, and multiple terraces provide ample space for relaxation and entertainment. <br /><br />*Luxury amenities <br />*Outdoor seating & BBQ<br />*Laundry<br />*Private office<br />*Backs onto hiking/biking trail systems",Tessa,10/10/2014,"Bozeman, MT","Hi, I’m Tessa. Originally from Missouri, I’ve been in Bozeman since 2010. I'm a mom and Licensed Montana Property Manager (RRE-RPM-LIC-109282).  My husband, Sten, is an Architect. We adore Bozeman and love sharing it with our guests. We love hiking, biking, skiing, camping, riding motorcycles, traveling near and far, and meeting new people. We share our home with our two young children.",within an hour,100%,0.98,t,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire home,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Stove"", ""77 inch TV"", ""First aid kit"", ""Body soap"", ""Room-darkening shades"", ""Coffee maker"", ""Sonos sound system sound system"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Toaster"", ""Fire pit"", ""Baking sheet"", ""Shared beach access \u2013 Beachfront"", ""Washer"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Private patio or balcony"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Clothing storage: walk-in closet"", ""Lake access"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",255,t,16/10/2023,25/09/2024,t,17,19,6,1.6,3,3,2,365,1.7,365,24,37,56,269,12,0,4.92,5,5,5,4.92,4.85,5,10,1
446,446,9/11/2024,city scrape,"Main Street, Mountain View Luxury Condo in Bozeman","Kick back and relax in this calm and cozy condo offering a great combination of luxury, comfort, and breathtaking views in the heart of Bozeman. This immaculate space is ideal for any kind of traveler.<br /><br />- Just 15 minutes from Bozeman Yellowstone Airport<br />- Only a 7 minute drive to Montana State University<br />- A quick 10 minute walk to downtown Bozeman<br />- Centrally located between 2 ski resorts. Bridger Bowl (17 miles away) and Big Sky Resort (51 miles away)",Amanda,3/10/2023,"Bozeman, MT","We love being hosts, and do our best to make you feel welcome! 
We have littles in our own home and together with our cohost Tiffany do our best to be helpful hosts.",within an hour,100%,0.96,t,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Wifi"", ""Blender"", ""Mountain view"", ""Drying rack for clothing"", ""Exterior security cameras on property"", ""First aid kit"", ""Body soap"", ""TV"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""City skyline view"", ""Bluetooth sound system"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bathtub"", ""Hot water kettle"", ""Whirlpool stainless steel gas stove"", ""Standalone high chair - available upon request"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Toaster"", ""Elevator"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Coffee maker: espresso machine, Keurig coffee machine"", ""Dining table"", ""Clothing storage: walk-in closet and wardrobe"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",306,t,6/11/2023,28/09/2024,t,1,1,4,2,2,2,3,28,3,1125,27,54,84,172,13,0,5,5,5,4.93,5,5,4.93,1,1.14
447,447,9/11/2024,city scrape,Wentworth Condo,"Unit is freshly decorated and ready for guests! Bedrooms include king sized bed, full sized bed, and air mattress upon request. This condo has a dedicated workspace, washer & dryer, and full kitchen. Downstairs you'll find 2 restaurants, casino, and coffee shop! Upstairs you'll find a rooftop patio with amazing views of beautiful Bozeman. Located just 6 blocks from downtown walk or use public transport. Don't pass on this adorable and more importantly affordable condo in the heart of Bozeman!",Ava,27/05/2021,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within an hour,100%,1,t,['phone'],f,t,Bozeman,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Wifi"", ""Exterior security cameras on property"", ""First aid kit"", ""Body soap"", ""TV"", ""Pets allowed"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Pool table"", ""Dryer"", ""Essentials"", ""EV charger"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Elevator"", ""Heating"", ""Baking sheet"", ""Washer"", ""Gas stove"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Bowling alley"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",155,t,15/10/2023,20/10/2024,f,1,1,4,1,2,2,2,1125,2,1125,21,34,62,152,45,1,5,5,4.94,4.81,4.94,4.96,4.81,1,3.6
448,448,9/11/2024,city scrape,"Dog Friendly Home, minutes to MSU & Downtown","Welcome to West Bozeman Luxe Retreat, a chic 3-bedroom pet-friendly townhome in the heart of Bozeman, Montana. This elegant townhome offers a modern rustic decor for those seeking a stylish and cozy Montana getaway.",Stay Montana,20/06/2016,"Montana, United States","Stay Montana is a locally owned and operated Vacation Rental Company with locations in Big Sky, Bozeman and Flathead Valley. We know how valuable quality time with friends and family is and  the importance of creating memories that last a lifetime. Our Guest Services Team is happy to help you plan an amazing trip! From Yellowstone National Park to Glacier National Park and beautiful spots in between, we would love to assist with your planning!",within an hour,99%,0.99,t,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire townhouse,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Clothing storage"", ""Stove"", ""Body soap"", ""Pets allowed"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""BBQ grill"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Washer"", ""Board games"", ""Kitchen"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""TV with standard cable""]",110,t,1/7/2024,1/7/2024,t,6.1,8.6,6,3,3,4,30,365,30,365,0,30,31,241,1,0,5,5,5,5,5,5,5,11,0.23
449,449,9/11/2024,city scrape,"NEW! Dog Friendly Home, minutes to MSU & Downtown","Introducing Welcome Home, a stunning new upscale condo nestled in the picturesque town of Bozeman, Montana. This modern gem offers the perfect blend of luxury living and pet-friendly comfort, ensuring an exquisite lifestyle for both you and your furry companion. As you step into this chic condo, you'll be greeted by a sophisticated interior design of mid-century modern elegance. The open-concept living area features large windows that flood the space with natural light, and tasteful décor.",Stay Montana,20/06/2016,"Montana, United States","Stay Montana is a locally owned and operated Vacation Rental Company with locations in Big Sky, Bozeman and Flathead Valley. We know how valuable quality time with friends and family is and  the importance of creating memories that last a lifetime. Our Guest Services Team is happy to help you plan an amazing trip! From Yellowstone National Park to Glacier National Park and beautiful spots in between, we would love to assist with your planning!",within an hour,99%,0.99,t,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire home,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Clothing storage"", ""Stove"", ""Body soap"", ""Pets allowed"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""BBQ grill"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Washer"", ""Board games"", ""Kitchen"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""TV with standard cable""]",232,t,13/05/2024,16/10/2024,t,6.1,8.6,6,3,3,4,1,365,2.6,365,24,43,73,292,6,1,5,5,5,5,5,5,4.67,11,0.99
450,450,9/11/2024,city scrape,Guest cottage behind the studio,Quiet guest cottage behind my studio. Six blocks from downtown. Property is surrounded on two sides by open space and a trail right out the back of the property. You have your own deck and this delightful space to hang out in while you are here.,Rob,24/02/2013,"Bozeman, MT","We are from Bozeman Montana.  I am a photographer,old car lover,lazy gardener and occasional traveler.",within a few hours,100%,0.97,t,"['email', 'phone']",t,t,Bozeman,Entire guesthouse,Entire home/apt,"[""LG refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Clothing storage"", ""Indoor fireplace"", ""Exterior security cameras on property"", ""Body soap"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Samsung stainless steel single oven"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Smart lock"", ""Stainless steel gas stove"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""AC - split type ductless system"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",160,t,17/11/2023,6/10/2024,f,1,1,2,1,1,1,2,91,2,91,0,1,1,15,25,0,4.92,4.88,4.96,4.88,5,4.92,4.8,1,2.09
451,451,9/11/2024,city scrape,Rizen Cottage,"Come cozy up in a beautiful 1-bedroom rental located 1.5 miles from  enchanting downtown Bozeman, and 1.5 miles from the MSU campus. This delightful newly refinished rental places you just minutes from great restaurants, breweries, coffee shops, gyms, grocery stores and parks. Relax and soak in the glorious Bridger Mountain views as you gaze out on the park like back yard spreading almost an a full acre surrounded with mature trees and garden flowers.",Jeni,23/10/2023,"Bozeman, MT","Montana local with a passion for mountains, music, art and of course people!",within an hour,100%,1,f,"['email', 'phone']",t,f,Bozeman,Entire rental unit,Entire home/apt,"[""Radiant heating"", ""Refrigerator"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Hangers"", ""Private entrance"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Hammock"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Free driveway parking on premises \u2013 2 spaces"", ""First aid kit"", ""Body soap"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""48 inch HDTV"", ""Freezer"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Single level home"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Single oven"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Electric stove"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Private BBQ grill: gas"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",168,t,5/2/2024,6/9/2024,f,1,1,3,1,1,1,3,365,3,365,21,40,70,73,6,0,5,4.9,5,4.83,5,5,4.83,1,0.65
452,452,9/11/2024,city scrape,Venue View: Midtown Bozeman,"Come home to this newly constructed 2 bedroom, 1 bathroom luxuriously furnished condo with big mountain views!",Liz,1/8/2016,"Bozeman, MT","Thanks for taking a look and considering our vacation rental.  I began hosting  with our home vacation home in Hawaii in 2015.  A few years later,  my daughter and I started our own Real Estate Brokerage and Property Management Firm called Range Properties Montana.  We manage our rentals plus those of our clients. We seek to give you a 5 star experience with comfortable and well equipped place to stay.  Enjoy!",within an hour,100%,0.99,t,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire condo,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Mountain view"", ""Stove"", ""First aid kit"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""EV charger"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Toaster"", ""Elevator"", ""Clothing storage: closet"", ""Single level home"", ""Washer"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",164,t,22/01/2024,30/09/2024,t,32,46,4,1,2,2,2,365,3,365,25,55,85,357,18,0,4.89,5,5,4.94,4.94,4.89,4.94,3,1.84
453,453,9/11/2024,city scrape,The Cat's Meow:Midtown Bozeman,"Come home to this newly constructed 2 bedroom, 1 bathroom luxuriously furnished condo with big mountain views!",Liz,1/8/2016,"Bozeman, MT","Thanks for taking a look and considering our vacation rental.  I began hosting  with our home vacation home in Hawaii in 2015.  A few years later,  my daughter and I started our own Real Estate Brokerage and Property Management Firm called Range Properties Montana.  We manage our rentals plus those of our clients. We seek to give you a 5 star experience with comfortable and well equipped place to stay.  Enjoy!",within an hour,100%,0.99,t,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire condo,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Mountain view"", ""Clothing storage"", ""Stove"", ""First aid kit"", ""Body soap"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""EV charger"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Elevator"", ""Single level home"", ""Washer"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",175,t,22/11/2023,7/10/2024,t,32,46,4,1,2,2,1,365,3,365,26,56,86,358,24,0,5,4.96,4.96,5,5,4.92,4.92,3,2.03
454,454,9/11/2024,city scrape,The Lofty View:Midtown Bozeman,"Come home to this newly constructed 2 bedroom, 2 bathroom luxuriously furnished condo with big mountain views!",Liz,1/8/2016,"Bozeman, MT","Thanks for taking a look and considering our vacation rental.  I began hosting  with our home vacation home in Hawaii in 2015.  A few years later,  my daughter and I started our own Real Estate Brokerage and Property Management Firm called Range Properties Montana.  We manage our rentals plus those of our clients. We seek to give you a 5 star experience with comfortable and well equipped place to stay.  Enjoy!",within an hour,100%,0.99,t,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire condo,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Clothing storage"", ""Stove"", ""First aid kit"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Dryer"", ""Essentials"", ""EV charger"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Toaster"", ""Elevator"", ""Heating"", ""Washer"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",236,t,14/11/2023,16/09/2024,t,32,46,4,2,2,2,1,365,3.7,365,0,12,12,247,12,0,5,4.92,5,5,5,5,4.92,3,0.99
455,455,9/11/2024,city scrape,Bridger Hawk - Mid-Century Classic (NEW),"Discover Bozeman's charm from our mid-century 3BR, 2BA home! Minutes from downtown, with Bridger Mountain views, indulge in luxury with hotel-style amenities, a wood fireplace, and comfy beds. Enjoy a spacious backyard & garage—perfect for snowy days. Close to nature & city delights, it’s a haven for relaxation and adventure. Whether you're here for a weekend getaway or an exploration of Bozeman's charm, this mid-century marvel stands ready to become your personal basecamp for your MT journey.",Ted And Ann Marie,19/12/2013,"Bozeman, MT","We love being outdoors.  We live to travel.  We believe riches come from experiences, not things. 
It is important to us to live everyday to the fullest, because you never know what’s around the corner. We love adventure, travel, great food and good friends, preferably all at once. What we're after can't be purchased.
 
We are blessed with five children.  We love Montana.",within an hour,100%,0.99,t,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Stainless steel oven"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Wifi"", ""Mountain view"", ""Drying rack for clothing"", ""Exterior security cameras on property"", ""First aid kit"", ""Body soap"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Indoor fireplace: wood-burning"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Sound system"", ""Dining table"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""GE gas stove"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",335,t,2/11/2023,23/10/2024,t,17,17,6,2,3,4,2,28,2,28,28,41,68,322,14,1,4.93,4.93,5,5,5,4.93,5,8,1.2
456,456,9/11/2024,city scrape,Flats at G Park: 323 #102/202,"Newly constructed live/work 2 bed, 1 bath condo in hip North Bozeman mixed use neighborhood.",Liz,1/8/2016,"Bozeman, MT","Thanks for taking a look and considering our vacation rental.  I began hosting  with our home vacation home in Hawaii in 2015.  A few years later,  my daughter and I started our own Real Estate Brokerage and Property Management Firm called Range Properties Montana.  We manage our rentals plus those of our clients. We seek to give you a 5 star experience with comfortable and well equipped place to stay.  Enjoy!",within an hour,100%,0.99,t,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire condo,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Microwave"", ""Wifi"", ""Blender"", ""Clothing storage"", ""Stove"", ""First aid kit"", ""Pets allowed"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Dryer"", ""Essentials"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Washer"", ""Kitchen"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Free residential garage on premises \u2013 1 space"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""TV with standard cable"", ""Room-darkening shades""]",117,t,1/1/2018,10/1/2024,f,32,46,2,1.5,2,2,30,365,29.4,365,24,54,84,105,0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1
457,457,9/11/2024,city scrape,Style Points Shelter: Downtown,"Walking distance to shopping, restaurants, coffee and nightlife and easy drive or longer walk to MSU.",Liz,1/8/2016,"Bozeman, MT","Thanks for taking a look and considering our vacation rental.  I began hosting  with our home vacation home in Hawaii in 2015.  A few years later,  my daughter and I started our own Real Estate Brokerage and Property Management Firm called Range Properties Montana.  We manage our rentals plus those of our clients. We seek to give you a 5 star experience with comfortable and well equipped place to stay.  Enjoy!",within an hour,100%,0.99,t,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire condo,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Mountain view"", ""Stove"", ""First aid kit"", ""TV"", ""Long term stays allowed"", ""Cleaning products"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Elevator"", ""Baking sheet"", ""Washer"", ""Central heating"", ""Wine glasses"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",145,t,5/11/2023,13/10/2024,t,32,46,2,1,1,1,2,365,3.3,365,30,60,90,365,22,1,4.91,5,5,4.91,4.83,4.96,4.87,3,1.86
