,Unnamed: 0,    last_scraped,source,name,description,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,amenities,price,has_availability,first_review,last_review,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
458,458,9/11/2024,city scrape,Modern Cottage Close to Downtown!,"You won't want to leave. Whether you're here exploring, skiing, playing golf, or just lounging your comfort is our priority. We've stocked the home with premium cookware, utensils, and appliances. Bedrooms are fully prepared with premium linens, pillows, and furniture.<br /><br />Highlight Features: 20 minutes from Bridger Bowl, Amazing Bathroom for each bedroom, TV's in both Bedrooms and Living Room. Onsite parking, outdoor lounge/patio, 15 mins to airport, 1 mile from downtown, shopping.",Brian,31/10/2023,"Manhattan, MT",Hello! I've been an airbnb host and traveler for many years.,within an hour,90%,0.91,f,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,"[""TV"", ""Free parking on premises"", ""Smoke alarm"", ""Wifi"", ""Washer"", ""Air conditioning"", ""Kitchen""]",196,t,16/12/2023,12/8/2024,t,1,1,5,2.5,2,2,30,365,2,365,16,27,44,180,5,0,5,5,4.8,5,5,5,5,1,0.45
459,459,9/11/2024,city scrape,The Big Cookie:Midtown Bozeman,"Come home to this newly constructed 2 bedroom, 2 bathroom luxuriously furnished condo with big mountain views!",Liz,1/8/2016,"Bozeman, MT","Thanks for taking a look and considering our vacation rental.  I began hosting  with our home vacation home in Hawaii in 2015.  A few years later,  my daughter and I started our own Real Estate Brokerage and Property Management Firm called Range Properties Montana.  We manage our rentals plus those of our clients. We seek to give you a 5 star experience with comfortable and well equipped place to stay.  Enjoy!",within an hour,100%,0.99,t,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire condo,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Mountain view"", ""Clothing storage"", ""Stove"", ""First aid kit"", ""Body soap"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""EV charger"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Elevator"", ""Heating"", ""Washer"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",175,t,4/11/2023,25/09/2024,t,32,46,4,2,2,2,1,365,3.6,365,24,47,77,349,21,0,4.91,4.95,4.91,5,5,4.91,4.86,3,1.77
460,460,9/11/2024,city scrape,Luxe*Lake and Mountain views*EV charger*Arcade,"* 4 Bed/4 bath<br />* 3 King Suites<br />* Bunkroom <br />* Gorgeous mountain or lake views from every room<br />* Smart TVs in all rooms<br />* EV charger<br />* Sauna<br />* Pack n play/ high chair/ baby gate<br />* 2 gas fireplaces and fire pit on deck<br />* Arcade games/ wall games<br />* Grill<br />* Lake/park just steps from front door<br />* Walk to brewery, cafe<br />* Miles of hiking and biking trails directly out the back door",Crystal,1/7/2021,"Bozeman, MT",Hello! Thank you for considering a stay at our home! We are an active family that loves to travel. We also love hosting fellow travelers! We are available for questions 8am-6pm MST or in case of emergency. ,within an hour,100%,0.99,t,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,"[""Children\u2019s dinnerware"", ""Refrigerator"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Hangers"", ""Private entrance"", ""Carbon monoxide alarm"", ""Private sauna"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Coffee maker: drip coffee maker, Keurig coffee machine, Nespresso"", ""Rice maker"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Mountain view"", ""Indoor fireplace"", ""Shared beach access"", ""Exterior security cameras on property"", ""Body soap"", ""Standalone high chair - always at the listing"", ""Stainless steel double oven"", ""TV"", ""Cleaning products"", ""Life size games"", ""Fire extinguisher"", ""BBQ grill"", ""Outlet covers"", ""Hair dryer"", ""Bed linens"", ""Lake view"", ""Hot water kettle"", ""Barbecue utensils"", ""Bathtub"", ""Essentials"", ""Arcade games"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Freezer"", ""Shower gel"", ""Dishes and silverware"", ""Dishwasher"", ""Toaster"", ""Fire pit"", ""Baking sheet"", ""Washer"", ""Central heating"", ""Board games"", ""Baby safety gates"", ""Gas stove"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Children's playroom"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Lake access"", ""Private patio or balcony"", ""Air conditioning"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",390,t,1/1/2024,29/09/2024,f,4,5,10,1.6,4,2.3,2,365,3.3,365,21,51,69,223,26,0,5,5,5,4.96,5,4.96,4.81,1,2.48
461,461,9/11/2024,city scrape,"Spacious Family Home | Privacy, Backyard w/ Patio","Have fun making memories in this nostalgic, family-friendly retreat! The spacious backyard with a patio and outdoor seating is perfect for family fun and relaxation. With 4 bedrooms, 3 bathrooms, and ample space, you'll enjoy all the amenities for a convenient and comfortable stay. <br /><br />*Full kitchen <br />*Two living rooms<br />*Highchair and Pack 'n Play<br />*Dedicated workspace<br />*Washer and dryer<br />*Beautiful location",Tessa,10/10/2014,"Bozeman, MT","Hi, I’m Tessa. Originally from Missouri, I’ve been in Bozeman since 2010. I'm a mom and Licensed Montana Property Manager (RRE-RPM-LIC-109282).  My husband, Sten, is an Architect. We adore Bozeman and love sharing it with our guests. We love hiking, biking, skiing, camping, riding motorcycles, traveling near and far, and meeting new people. We share our home with our two young children.",within an hour,100%,0.98,t,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire home,Entire home/apt,"[""Refrigerator"", ""Coffee maker: Keurig coffee machine"", ""Private entrance"", ""Hangers"", ""Private backyard"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Microwave"", ""Books and reading material"", ""Rice maker"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Clothing storage"", ""Stove"", ""Body soap"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Pets allowed"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""High chair"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Trash compactor"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Free residential garage on premises"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Washer"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Air conditioning"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",178,t,14/02/2024,22/04/2024,f,17,19,4.5,3,4,2.3,30,365,30,365,0,0,0,155,3,0,5,5,5,5,5,5,5,10,0.33
462,462,9/11/2024,city scrape,Bridger Hawk Suite (NEW),"A stone's throw from downtown Bozeman, the Bridger Hawk suite is a mid-century basement apartment blending retro charm with modern comforts. It sleeps four, with a queen bed and sleeper sofa, and features a fully equipped kitchen, high-speed WiFi, and a flat-screen TV. Enjoy privacy, free parking, and easy access to Bozeman's attractions. A perfect retreat after exploring the city or the great outdoors. The suite is a basement apartment of the Bridger Hawk Mid-Century Classic home.",Ted And Ann Marie,19/12/2013,"Bozeman, MT","We love being outdoors.  We live to travel.  We believe riches come from experiences, not things. 
It is important to us to live everyday to the fullest, because you never know what’s around the corner. We love adventure, travel, great food and good friends, preferably all at once. What we're after can't be purchased.
 
We are blessed with five children.  We love Montana.",within an hour,100%,0.99,t,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Outdoor furniture"", ""Mountain view"", ""Exterior security cameras on property"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Coffee maker"", ""Fire extinguisher"", ""Hair dryer"", ""Self check-in"", ""Private backyard \u2013 Not fully fenced"", ""Dishes and silverware"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Smoke alarm"", ""Cooking basics"", ""Keypad""]",170,t,22/01/2024,17/09/2024,t,17,17,4,1,1,2,1,365,2,365,28,41,68,329,6,0,5,4.83,5,5,5,5,4.83,8,0.61
463,463,9/11/2024,city scrape,Bridger Hawk Duplex (NEW),"Discover mid-century charm in this Bozeman duplex, boasting a 3BR 2BA main house and a chic 1BR 1BA apartment. Both feature vintage decor and modern amenities. Enjoy spacious living, cozy bedrooms, and full kitchens. Located near downtown, it's perfect for families and travelers seeking style and convenience.",Ted And Ann Marie,19/12/2013,"Bozeman, MT","We love being outdoors.  We live to travel.  We believe riches come from experiences, not things. 
It is important to us to live everyday to the fullest, because you never know what’s around the corner. We love adventure, travel, great food and good friends, preferably all at once. What we're after can't be purchased.
 
We are blessed with five children.  We love Montana.",within an hour,100%,0.99,t,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,"[""Refrigerator"", ""Portable fans"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Outdoor furniture"", ""Wifi"", ""Mountain view"", ""Exterior security cameras on property"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Coffee maker"", ""Fire extinguisher"", ""Hair dryer"", ""Indoor fireplace: wood-burning"", ""Self check-in"", ""Dishes and silverware"", ""Dedicated workspace"", ""Heating"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Smoke alarm"", ""Cooking basics"", ""Keypad"", ""Kitchen""]",438,t,16/12/2023,29/09/2024,t,17,17,10,3,4,2.3,1,365,2,365,28,41,68,322,12,0,5,5,4.92,5,5,5,4.92,8,1.09
464,464,9/11/2024,previous scrape,Cool 50s Pad Near Downtown & MSU,"Cool, vintage 1950s, 3 bed/1 bath home, minutes to trails, MSU and Downtown! Close to ski areas, parks & rivers.<br /><br />Designed by famed Bozeman architect, Fred Willson, for which Willson Ave is named. Step back in time with original period fixtures and furniture. Enjoy tons of natural light and heated floors throughout.<br /><br />Includes: washer/dryer, large backyard, privacy fence, on-site parking.<br /><br />Use this as a launch pad for your winter or summer adventure! <br /><br />$135/night, minimum 30-day stay.",Brett,7/11/2019,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within a day,98%,1,f,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,"[""Radiant heating"", ""Refrigerator"", ""Coffee maker: Keurig coffee machine"", ""Private entrance"", ""Hangers"", ""Private backyard"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""First aid kit"", ""Body soap"", ""TV"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Toaster"", ""Single level home"", ""Clothing storage: closet"", ""Washer"", ""Single oven"", ""Gas stove"", ""Dining table"", ""Host greets you"", ""Iron"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",198.4130841,t,30/06/2024,30/07/2024,f,1,2,4,2.1,3,2.6,29,36,28,36,0,0,0,0,2,0,5,5,5,5,5,5,4.9,1,0.45
465,465,9/11/2024,city scrape,"Beautiful townhouse - views, near MSU & downtown!","*Minimum 30-day rental* Spacious, modern townhome conveniently located minutes from Bozeman, across from open farmland & surrounded by mountain views. The Western decor, luxury finishes, and vaulted living room ceiling provide a relaxing setting. Includes a beautiful stone fireplace and a well-equipped kitchen with island seating that opens to a covered patio. <2 hours to Yellowstone and<1 hour to skiing at Big Sky and Bridger Bowl! Easy access to hiking, fishing & other recreational activities!",Susan,5/11/2023,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within a few hours,100%,1,t,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,"[""Children\u2019s dinnerware"", ""Luggage dropoff allowed"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Microwave"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Wifi"", ""Mountain view"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Whirlpool refrigerator"", ""First aid kit"", ""Body soap"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Pets allowed"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""High chair"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Whirlpool stainless steel gas stove"", ""Free residential garage on premises \u2013 2 spaces"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Baby safety gates"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Children's playroom"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Whirlpool stainless steel single oven"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Clothing storage: walk-in closet and dresser"", ""Kitchen""]",162,t,10/2/2024,10/10/2024,f,2,2,8,2.5,3,2.3,30,365,30,365,22,52,82,260,5,1,5,5,5,5,5,5,5,2,0.55
466,466,9/11/2024,city scrape,Downtown Bozeman Fun!,"Located in one of the city's most beautiful neighborhoods and at the east end of Bozeman's Main Street strip, guests will enjoy easy access to everything from this centrally located place.",Jane,12/8/2013,"Bozeman, MT","I'm a dentist in Bozeman Montana.  I have a son, husband and three dogs.",within an hour,100%,0.96,f,"['email', 'phone']",t,t,Bozeman,Entire guest suite,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Exterior security cameras on property"", ""First aid kit"", ""TV"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Bed linens"", ""Essentials"", ""Freezer"", ""Shower gel"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Baking sheet"", ""Central heating"", ""Housekeeping - available at extra cost"", ""Dining table"", ""Oven"", ""Iron"", ""Clothing storage: wardrobe and dresser"", ""Electric stove"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",143,t,9/5/2024,14/10/2024,f,1,1,4,1,1,1,1,365,1,365,30,60,90,270,31,1,4.9,4.84,4.97,4.81,4.94,5,4.84,1,5.03
467,467,9/11/2024,city scrape,Cozy Downtown Condo,How to experience the best of Bozeman:<br /><br />Stay at a location that is right Downtown.<br />Get local insight on the best restaurants and attrachtions.<br />Sleep on Luxury mattresses.<br />And stay with a local host who cares about your experience.<br /><br />This Yellowstone Themed condo has all of that and more!<br /><br />RENTAL CAR Available!<br /><br />Included with space:<br />- Walk to Main Street<br />- Luxury Mattress<br />- 1st-floor Condo<br />- Fast WiFi<br />- In unit Washer/Dryer<br />- Local coffee shop <br />- TVs in bedroom<br />- Personal work space,Payton,7/11/2023,"Bozeman, MT",We are two brothers who were born and raised in Bozeman MT and we are excited to show you around our town!,within an hour,100%,0.99,t,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Cleaning available during stay"", ""First aid kit"", ""Body soap"", ""55 inch HDTV with Roku"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Crib - always at the listing"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Single level home"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Samsung stainless steel electric stove"", ""Hot water"", ""Coffee"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Clothing storage: walk-in closet"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",155,t,13/12/2023,1/11/2024,f,17,17,5,1,1,4,1,365,2,1125,21,48,71,326,52,5,4.98,4.96,5,4.96,4.94,4.94,4.96,3,4.68
